"X","rbd","cluster","Avg..SIMCE.Lang","Avg..SIMCE.Math","Public","SEP.status","X..Priority.Students","Diff.D1.GPA","Diff.D2.GPA","Diff.D9.GPA","Diff.D10.GPA","simce_math_min_4_D1","simce_math_min_4_D10","simce_math_min_4_D2","simce_math_min_4_D3D8","simce_math_min_4_D9","asistencia_4_D1","asistencia_4_D10","asistencia_4_D2","asistencia_4_D3D8","asistencia_4_D9","asistencia","n_total","n_D1","n_D2","n_D3D8","n_D9","n_D10","simce_math_min_4","min_math_school","min_lang_school","min_math_school_GPA_D1","min_math_school_GPA_D10","min_math_school_GPA_D2","min_math_school_GPA_D3D8","min_math_school_GPA_D9","min_lang_school_GPA_D1","min_lang_school_GPA_D10","min_lang_school_GPA_D2","min_lang_school_GPA_D3D8","min_lang_school_GPA_D9","min_math","min_math_D1","min_math_D2","min_math_D9","min_math_D10","impute_all","impute_pred_min_all","impute_pred_min_decile","impute_no","impute_pred_min_school","impute_pred_min_school_GPA"
321,10656,1,239,197,1,1,0.712598,-0.154842564268839,0,-0.005789155406422,-0.0398459803709534,213.42,315.56,207.18,220.77,204.11,0.666666666666667,1,1,1,1,0.96551724137931,29,3,3,18,3,2,204.11,204.11,192.14,213.42,315.56,207.18,220.77,204.11,302.85,300.93,198.71,192.14,254.32,100.93,105.04,106.56,100.93,112.29,193.68724137931,195.139597427721,195.236649479151,197,197.137685669709,197.593079526423
322,10658,1,260,258,0,1,0.417214,0,-0.00713162448537352,-0.0264790118437481,0,172.16,282.69,199.75,190.83,252.83,1,1,0.9375,0.916666666666667,0.9375,0.937888198757764,161,17,16,96,16,16,172.16,172.16,153.45,172.16,282.69,199.75,190.83,252.83,153.45,291.44,164.83,158.61,259.03,100.93,105.04,106.56,100.93,112.29,248.244099378882,257.475356755457,257.479346921504,258,257.713278308324,257.945111690186
323,10662,2,305,306,0,0,0.269784,-0.0135648340109582,0,0,0,256.66,320.36,256.21,268.99,326.16,1,1,1,0.833333333333333,1,0.90625,32,4,4,18,3,3,256.21,256.21,242.51,256.66,320.36,256.21,268.99,326.16,242.51,333,284.71,252.59,338.74,100.93,105.04,106.56,100.93,112.29,286.7746875,305.652282436172,305.659251369645,306,305.915575864324,305.916338886237
324,10665,1,234,230,1,1,0.773333,-0.339753496292092,0,0,0,166.54,264.81,230.17,167.3,253.52,0.5,1,1,1,1,0.939393939393939,33,4,4,19,3,3,166.54,166.54,147.37,166.54,264.81,230.17,167.3,253.52,147.37,262.44,223.93,160.6,273.64,100.93,105.04,106.56,100.93,112.29,222.177575757576,224.684608028313,224.853867042829,230,227.386574924279,227.386574924279
325,10666,1,235,233,1,1,0.646497,-0.0749368948117142,-0.141579800785584,0,0,150.05,287.63,269.6,158.76,209.87,0.75,1,0.75,0.869565217391304,1,0.871794871794872,39,4,4,23,4,4,150.05,150.05,140.18,150.05,287.63,269.6,158.76,209.87,167.18,140.18,202.28,166.66,258.01,100.93,105.04,106.56,100.93,112.29,216.067948717949,230.067142565381,230.180484608058,233,231.15794257438,232.893928747089
326,10667,1,259,241,1,1,0.722892,0,-0.00106366577717931,0,0,120.85,246.96,146.17,154.74,267.82,1,1,0.75,1,1,0.970588235294118,34,4,4,20,3,3,120.85,120.85,167.98,120.85,246.96,146.17,154.74,267.82,189.62,271.71,189.66,167.98,291.79,100.93,105.04,106.56,100.93,112.29,236.880294117647,240.982472039364,240.98317656152,241,240.984964771397,240.988133244041
327,10668,1,248,269,1,1,0.672662,0,0,0,0,185.65,231.53,123.2,139.25,228.31,1,1,1,0.944444444444444,1,0.96551724137931,29,3,3,18,3,2,123.2,123.2,125.95,185.65,231.53,123.2,139.25,228.31,213.6,252.77,125.95,128.91,218,100.93,105.04,106.56,100.93,112.29,263.204482758621,269,269,269,269,269
328,10669,2,220,253,1,1,0.707317,-0.28676278116727,-0.0256698776284643,0,0,203.84,267.94,172.27,167.86,264.14,0.6,1,0.5,0.75,1,0.75609756097561,41,5,4,24,4,4,167.86,167.86,191.66,203.84,267.94,172.27,167.86,264.14,204.92,258.53,216.09,191.66,233.38,100.93,105.04,106.56,100.93,112.29,215.909756097561,247.301108443308,247.458939194459,253,249.809340256877,251.078643695251
329,10671,1,256,264,1,1,0.626667,0,0,0,0,160.09,312.78,170.41,175.96,237.74,1,1,1,0.928571428571429,1,0.958333333333333,24,3,3,14,2,2,160.09,160.09,183.94,160.09,312.78,170.41,175.96,237.74,242.5,239.55,215.54,183.94,278.65,100.93,105.04,106.56,100.93,112.29,257.205416666667,264,264,264,264,264
330,10672,1,278,246,1,1,0.661376,0,-0.0903827513449191,-0.00124054215774461,0,165.81,288.82,207.64,185.99,301.54,1,1,1,1,1,1,26,3,3,16,2,2,165.81,165.81,127.58,165.81,288.82,207.64,185.99,301.54,127.58,304.76,140.44,206.24,284.12,100.93,105.04,106.56,100.93,112.29,246,244.473253534059,244.531967559836,246,245.156063975296,245.605252015312
331,10673,1,249,226,1,1,0.598266,0,0,0,0,168.43,266.74,171.04,195.9,282.26,1,1,1,0.961538461538462,1,0.977272727272727,44,5,5,26,4,4,168.43,168.43,155.91,168.43,266.74,171.04,195.9,282.26,155.91,292.27,198.3,203.87,272.61,100.93,105.04,106.56,100.93,112.29,223.1575,226,226,226,226,226
332,10674,2,234,242,1,1,0.647619,-0.55139521948778,0,0,-0.472455256402213,182.92,262.45,148.85,168.81,284.51,0.333333333333333,0.5,1,1,1,0.88,25,3,3,16,1,2,148.85,148.85,163.33,182.92,262.45,148.85,168.81,284.51,174.05,219.28,222.04,163.33,246.77,100.93,105.04,106.56,100.93,112.29,225.0716,227.33382012477,228.03513558404,242,232.315767665856,238.863765251393
333,10675,1,234,222,1,1,0.767045,0,0,0,0,183.61,252.32,222.51,166.51,169.93,1,1,1,0.909090909090909,1,0.947368421052632,19,2,2,11,2,2,166.51,166.51,157.34,183.61,252.32,222.51,166.51,169.93,165.26,298.05,193.56,157.34,214.75,100.93,105.04,106.56,100.93,112.29,215.627894736842,222,222,222,222,222
334,10676,1,263,245,1,1,0.675676,0,0,-0.0140292518584348,-0.0127245481005334,114.36,262.32,207.7,213,288.12,1,1,1,1,1,1,17,2,2,11,1,1,114.36,114.36,146.2,114.36,262.32,207.7,213,288.12,146.2,367.94,237.61,196.88,330.85,100.93,105.04,106.56,100.93,112.29,245,244.773269414112,244.781772406255,245,244.79440491608,245.04854885372
335,10677,1,236,223,1,1,0.721311,0,0,0,0,218.41,290.96,236.73,223.14,289.4,1,1,1,1,1,1,21,3,2,12,2,2,218.41,218.41,194.76,218.41,290.96,236.73,223.14,289.4,235.27,283.85,205.56,194.76,249.28,100.93,105.04,106.56,100.93,112.29,223,223,223,223,223,223
336,10679,1,252,232,1,1,0.632911,0,0,-0.0398569717391468,-0.0260795426498106,175.66,320.78,178.82,149.86,259.47,1,1,1,1,1,1,19,2,2,12,2,1,149.86,149.86,166.52,175.66,320.78,178.82,149.86,259.47,166.52,337.57,167.45,166.63,215.4,100.93,105.04,106.56,100.93,112.29,232,231.270191988063,231.285784809352,232,231.542638055234,232.237109674937
337,10680,1,269,258,1,1,0.533333,0,0,0,0,159.51,293.04,151.32,220.39,277.05,1,1,1,1,1,1,45,5,5,27,4,4,151.32,151.32,166.63,159.51,293.04,151.32,220.39,277.05,190.26,284.68,166.63,174.4,202.91,100.93,105.04,106.56,100.93,112.29,258,258,258,258,258,258
338,10685,2,294,282,0,1,0.320809,-0.131355180942562,0,-0.155088580659881,0,186.2,302.21,205.52,235.43,260.17,0.777777777777778,1,1,0.944444444444444,0.777777777777778,0.922222222222222,90,9,9,54,9,9,186.2,186.2,145.64,186.2,302.21,205.52,235.43,260.17,180.39,300.72,145.64,206.12,276.61,100.93,105.04,106.56,100.93,112.29,267.916777777778,276.813362808665,276.867349788032,282,279.255868763849,280.40305899499
339,10686,1,239,224,1,1,0.664659,0,0,0,0,148.86,251.93,139.32,159.17,234.13,1,1,1,0.80952380952381,1,0.888888888888889,72,8,8,42,7,7,139.32,139.32,134.74,148.86,251.93,139.32,159.17,234.13,146.16,291.29,147.13,134.74,265.99,100.93,105.04,106.56,100.93,112.29,210.325555555556,224,224,224,224,224
340,10687,2,244,229,1,1,0.593333,-0.310086823042943,-0.260834330955824,0,0,149.54,268.42,194.49,173.76,271.57,0.571428571428571,1,0.714285714285714,1,1,0.921875,64,7,7,38,6,6,149.54,149.54,146.1,149.54,268.42,194.49,173.76,271.57,146.1,284.96,191.72,173.81,194.03,100.93,105.04,106.56,100.93,112.29,218.99453125,221.002732728932,221.302743336462,229,224.038159933169,225.320527468095
341,10688,2,277,261,1,1,0.662757,-0.550315889271135,-0.27448562685637,0,0,164.57,284.13,179.09,183.2,292.7,0.5,1,0.75,1,1,0.911764705882353,34,4,4,20,3,3,164.57,164.57,147.51,164.57,284.13,179.09,183.2,292.7,218.27,206.05,211.46,147.51,252.71,100.93,105.04,106.56,100.93,112.29,246.876176470588,245.467531919232,245.915432199715,261,251.642869388215,252.111755423739
342,10689,1,247,262,1,1,0.616505,-0.418975549931563,0,-0.018670460130136,0,152.85,328.16,202.4,114.31,217.83,0.5,1,1,1,1,0.962962962962963,27,2,3,18,2,2,114.31,114.31,140.09,152.85,328.16,202.4,114.31,217.83,151.12,299.95,172.32,140.09,225.84,100.93,105.04,106.56,100.93,112.29,256.034444444444,256.778396826619,256.905951605154,262,257.212152649925,258.551418111187
343,10692,1,284,280,0,1,0.448276,0,0,0,0,154.74,283.9,195.56,149.37,247.68,1,1,1,0.958333333333333,1,0.975609756097561,41,5,4,24,4,4,149.37,149.37,138.13,154.74,283.9,195.56,149.37,247.68,147.26,285.54,175.98,138.13,244.39,100.93,105.04,106.56,100.93,112.29,275.63243902439,280,280,280,280,280
344,10696,2,257,251,1,1,0.479624,-0.372232567661583,-0.0556031540708979,0,0,192.09,321.52,212.73,185.48,269.34,0.5,1,0.75,0.954545454545455,1,0.888888888888889,36,4,4,22,3,3,185.48,185.48,130.02,192.09,321.52,212.73,185.48,269.34,130.02,306.13,190.51,172.83,314.07,100.93,105.04,106.56,100.93,112.29,234.325555555556,243.866077026623,244.070846094457,251,247.885355945788,248.327094081418
345,10699,1,268,283,1,1,0.568942,0,0,-0.030750692506196,-0.0417051032497793,143.6,275.87,198.74,209.01,284.05,1,0.9,0.909090909090909,0.967741935483871,0.9,0.951923076923077,104,11,11,62,10,10,143.6,143.6,150.72,143.6,275.87,198.74,209.01,284.05,180.31,280.69,160.36,150.72,208.37,100.93,105.04,106.56,100.93,112.29,274.246634615385,281.73153589103,281.777090696118,283,282.028813660732,282.974512580862
346,10702,2,215,217,1,1,0.73743,0,-0.0104520771229859,0,0,157.01,216.39,153.88,157.66,175.41,1,1,1,0.777777777777778,1,0.862068965517241,29,3,3,18,3,2,153.88,153.88,175.64,157.01,216.39,153.88,157.66,175.41,195.99,218.57,175.64,176.61,242.16,100.93,105.04,106.56,100.93,112.29,200.990344827586,216.874499387069,216.880586820952,217,216.931751540551,216.931751540551
347,10704,1,236,234,1,1,0.668719,-0.00615778177912552,0,-0.00623194377239544,0,163.91,251.56,125.45,160.17,200.37,0.888888888888889,1,1,0.961538461538462,0.8,0.954022988505747,87,9,9,52,9,8,125.45,125.45,140.27,163.91,251.56,125.45,160.17,200.37,150.47,262.14,140.27,147.89,244.43,100.93,105.04,106.56,100.93,112.29,227.88183908046,233.829444746985,233.832062865928,234,233.860871926695,233.933671117866
348,10705,1,261,274,1,1,0.541322,-0.225283360500724,0,0,0,151.83,257.79,188.34,206.97,235.24,0.75,1,1,1,1,0.970588235294118,34,4,4,20,3,3,151.83,151.83,154.63,151.83,257.79,188.34,206.97,235.24,154.63,338.66,197.49,181.02,286.43,100.93,105.04,106.56,100.93,112.29,268.909705882353,269.412965740958,269.521896871741,274,270.762015511485,270.762015511485
349,10706,1,248,244,1,1,0.618182,0,0,0,0,191.83,292.17,176.81,176.47,289.72,1,1,1,1,1,1,21,3,2,12,2,2,176.47,176.47,159.45,191.83,292.17,176.81,176.47,289.72,159.45,280.96,211.22,181.13,315.62,100.93,105.04,106.56,100.93,112.29,244,244,244,244,244,244
350,10710,1,283,277,0,1,0.189781,-0.0837571669738443,0,0,0,165.15,276.28,237.22,188.51,269.99,0.857142857142857,1,1,0.897435897435897,1,0.923076923076923,65,7,7,39,6,6,165.15,165.15,195.49,165.15,276.28,237.22,188.51,269.99,203.95,276.68,269.7,195.49,286.03,100.93,105.04,106.56,100.93,112.29,263.456153846154,275.411848142714,275.448920353388,277,275.991112709505,275.991112709505
351,10712,1,251,236,0,1,0.701923,0,0,0,0,163.34,242.24,215.05,178.91,185.37,1,1,1,0.875,1,0.923076923076923,26,3,3,16,2,2,163.34,163.34,145.63,163.34,242.24,215.05,178.91,185.37,145.63,297.26,194.99,200.69,182.89,100.93,105.04,106.56,100.93,112.29,225.61,236,236,236,236,236
352,10713,1,277,281,0,1,0.460191,-0.0944354288758943,0,0,0,199.79,275.44,265.53,217.42,279.06,0.9,1,1,1,1,0.9875,80,9,8,47,8,8,199.79,199.79,158.24,199.79,275.44,265.53,217.42,279.06,162.66,259.27,241.78,158.24,272.83,100.93,105.04,106.56,100.93,112.29,278.749125,279.086938886261,279.130603467687,281,280.137226117361,280.137226117361
353,10716,1,277,260,0,0,0.369628,0,0,0,0,149.42,309.54,158.38,205.71,268.63,1,1,1,0.92,1,0.953488372093023,43,5,5,25,4,4,149.42,149.42,134.14,149.42,309.54,158.38,205.71,268.63,134.14,321.22,158.07,207.41,299.96,100.93,105.04,106.56,100.93,112.29,252.601395348837,260,260,260,260,260
354,10721,2,253,236,0,1,0.51026,-0.320228397842963,-0.0677162457867447,-0.146804402539765,-0.168179356719675,140.4,248.13,127.92,151.94,200.83,0.5,0.8,0.9,0.898305084745763,0.8,0.845360824742268,97,10,10,57,10,10,127.92,127.92,152.2,140.4,248.13,127.92,151.94,200.83,195.71,243.47,152.2,152.51,242.7,100.93,105.04,106.56,100.93,112.29,215.112886597938,226.211903156883,226.583851473506,236,228.16778332121,231.76745341044
355,10722,1,249,236,0,1,0.559846,0,0,0,0,150.43,296.5,203.57,198.55,287.03,1,1,1,1,1,1,34,4,4,20,3,3,150.43,150.43,179.72,150.43,296.5,203.57,198.55,287.03,210.76,290.79,179.72,184.33,260.79,100.93,105.04,106.56,100.93,112.29,236,236,236,236,236,236
356,10723,1,289,289,0,0,0.107296,0,0,0,-0.00286002686929909,194.08,261.78,194.1,201.72,324.59,1,1,1,1,1,1,27,3,3,17,2,2,194.08,194.08,180.67,194.08,261.78,194.1,201.72,324.59,180.67,352.16,183.99,241.81,323.16,100.93,105.04,106.56,100.93,112.29,289,288.960156647903,288.96256330755,289,288.979890833301,288.994233338416
357,10726,1,250,250,1,1,0.588235,0,0,0,0,169.48,235.62,148.51,196.88,250.94,1,1,1,1,1,1,65,7,7,39,6,6,148.51,148.51,137.77,169.48,235.62,148.51,196.88,250.94,182.61,272.51,198.42,137.77,272.16,100.93,105.04,106.56,100.93,112.29,250,250,250,250,250,250
358,10727,1,223,216,1,1,0.770235,0,-0.0122365972430609,0,0,128.77,240.73,124.7,132.86,216.71,1,1,0.75,0.791666666666667,1,0.853658536585366,41,5,4,24,4,4,124.7,124.7,132.01,128.77,240.73,124.7,132.86,216.71,147.74,255.11,156.91,132.01,255.57,100.93,105.04,106.56,100.93,112.29,199.160487804878,215.862627780999,215.869348955875,216,215.891004748459,215.891004748459
359,10729,1,235,233,1,1,0.673378,0,0,0,0,190.77,266.06,157.87,160.15,246.55,1,1,1,0.970588235294118,1,0.982142857142857,56,6,6,34,5,5,157.87,157.87,137.21,190.77,266.06,157.87,160.15,246.55,202.88,305.71,137.21,161.25,248.08,100.93,105.04,106.56,100.93,112.29,230.641607142857,233,233,233,233,233
360,10730,1,244,230,1,1,0.652174,0,0,0,-0.000951968644305579,217,281.81,146.07,191.04,284.47,1,1,1,1,1,1,22,3,3,12,2,2,146.07,146.07,153.75,217,281.81,146.07,191.04,284.47,194.86,302.13,154.57,153.75,287.56,100.93,105.04,106.56,100.93,112.29,230,229.988829946098,229.98981307008,230,229.992736479244,230.004483772315
361,10734,1,261,259,0,1,0.396259,0,-0.075812941058738,0,0,210.63,259.31,147.3,148.22,240.3,1,1,0.875,0.955555555555556,1,0.96,75,8,8,45,7,7,147.3,147.3,123.02,210.63,259.31,147.3,148.22,240.3,136.8,216.53,178.24,123.02,271.13,100.93,105.04,106.56,100.93,112.29,252.6772,257.721733163397,257.767261361601,259,258.096714078266,258.096714078266
362,10735,1,204,210,1,1,0.792,-0.549719381421039,0,0,0,182.77,278.33,251.64,203.6,297.43,0.5,1,1,0.833333333333333,1,0.833333333333333,18,2,2,12,1,1,182.77,182.77,169.28,182.77,278.33,251.64,203.6,297.43,169.28,241.48,215.25,213.9,289.17,100.93,105.04,106.56,100.93,112.29,191.821666666667,203.33801189649,203.589050414005,210,208.336793471545,208.336793471545
363,10736,1,190,173,1,1,0.802548,0,0,0,0,151.95,262.67,206.5,151.95,229.12,1,1,1,1,1,1,13,1,2,8,1,1,151.95,151.95,154.54,NA,262.67,206.5,151.95,229.12,NA,289.46,184.46,154.54,272.52,100.93,105.04,106.56,100.93,112.29,173,173,173,173,173,NA
364,10737,1,242,237,1,1,0.771588,0,0,0,0,171.63,253.15,174.61,149.36,247.26,0.8,1,0.8,0.966666666666667,1,0.938775510204082,49,5,5,30,5,4,149.36,149.36,159.23,171.63,253.15,174.61,149.36,247.26,159.23,236.32,179.08,180.12,204.2,100.93,105.04,106.56,100.93,112.29,228.669183673469,237,237,237,237,237
365,10738,1,245,235,1,1,0.701944,0,-0.0562385712487425,-0.105403405122464,0,155.75,288.09,210.85,171.5,293.15,1,1,0.857142857142857,0.972222222222222,0.833333333333333,0.950819672131147,61,7,6,36,6,6,155.75,155.75,161.68,155.75,288.09,210.85,171.5,293.15,167.18,331.47,200.77,161.68,245.05,100.93,105.04,106.56,100.93,112.29,228.406393442623,232.868392809303,232.899536070562,235,233.739987544844,235.469283263496
366,10740,1,246,221,1,1,0.666667,0,0,0,0,225.13,285.4,167.66,173.55,263.4,0.666666666666667,1,1,1,1,0.952380952380952,21,3,2,12,2,2,167.66,167.66,128.34,225.13,285.4,167.66,173.55,263.4,200.5,288.85,191.5,128.34,282.71,100.93,105.04,106.56,100.93,112.29,215.282380952381,221,221,221,221,221
367,10741,1,252,226,1,1,0.702128,-0.356731724627467,0,0,0,229.73,271.82,207.72,132.05,255.14,0.5,1,1,1,1,0.95,20,2,2,12,2,2,132.05,132.05,130.93,229.73,271.82,207.72,132.05,255.14,NA,298.41,239.78,130.93,275.53,100.93,105.04,106.56,100.93,112.29,219.7465,221.538356320084,221.684973058906,226,222.648505447125,226.133060933286
368,10742,1,257,236,0,1,0.488201,-0.118131357184639,0,-0.0691410274042509,0,126.83,251.66,164.76,159.66,253.03,0.777777777777778,1,1,0.962962962962963,0.888888888888889,0.944444444444444,90,9,9,54,9,9,126.83,126.83,131.81,126.83,251.66,164.76,159.66,253.03,131.81,204.42,174.42,163.3,214.62,100.93,105.04,106.56,100.93,112.29,228.496111111111,233.470511901358,233.519063889161,236,233.955547377443,234.828107143285
369,10743,1,248,222,0,1,0.612457,-0.171677923184346,0,0,0,143.85,241.78,163.53,165.26,224.05,0.75,1,1,0.941176470588235,1,0.935483870967742,31,4,4,17,3,3,143.85,143.85,176.19,143.85,241.78,163.53,165.26,224.05,195.8,243.45,200.65,176.19,328.6,100.93,105.04,106.56,100.93,112.29,214.189032258065,219.318058560009,219.409103239272,222,220.268821974599,220.268821974599
370,10744,1,259,241,0,1,0.528205,0,0,0,0,180.12,271.38,208.98,204.79,270.53,1,1,1,1,1,1,41,5,5,23,4,4,180.12,180.12,160.97,180.12,271.38,208.98,204.79,270.53,160.97,292.3,234.41,231.54,278.35,100.93,105.04,106.56,100.93,112.29,241,241,241,241,241,241
371,10747,2,218,236,1,1,0.673913,-0.243566658064769,-0.135284471650815,0,0,175.18,304.95,208.17,175.18,231.05,0.333333333333333,1,0.666666666666667,0.882352941176471,1,0.814814814814815,27,3,3,17,2,2,175.18,175.18,167.24,NA,304.95,208.17,175.18,231.05,NA,332.42,215.14,167.24,188.57,100.93,105.04,106.56,100.93,112.29,210.987037037037,230.314286434368,230.51014316104,236,233.439808254522,NA
372,10748,1,262,251,1,1,0.526893,0,-0.106161877255812,-0.0638926948793864,0,143.15,268.19,140.01,186.98,223.26,1,1,0.846153846153846,0.943661971830986,0.916666666666667,0.942148760330578,121,13,13,71,12,12,140.01,140.01,141.95,143.15,268.19,140.01,186.98,223.26,141.95,277.09,171.13,184.59,228.35,100.93,105.04,106.56,100.93,112.29,242.31826446281,248.337414970217,248.401629745394,251,249.030783551305,249.558294313161
373,10749,2,214,216,1,1,0.750958,-0.299783252528764,0,0,-0.00443194139489522,191.42,282.55,170.52,166.3,195.25,0.75,1,1,0.888888888888889,1,0.90625,32,4,4,18,3,3,166.3,166.3,154.14,191.42,282.55,170.52,166.3,195.25,186.28,281.97,189.62,154.14,271.17,100.93,105.04,106.56,100.93,112.29,205.2121875,211.64018168866,211.798915352233,216,214.116946466728,215.106567115964
374,10750,1,276,252,1,1,0.424769,0,0,0,0,134.22,250.88,202.14,131.75,253.2,1,1,0.909090909090909,1,1,0.990654205607477,107,11,11,65,10,10,131.75,131.75,130.75,134.22,250.88,202.14,131.75,253.2,160.13,267.99,147.71,130.75,262.92,100.93,105.04,106.56,100.93,112.29,250.588130841121,252,252,252,252,252
375,10752,1,226,240,1,1,0.55814,-0.0389308700044171,-0.00897713638149078,0,0,168.95,257.46,158.44,163.55,239.56,0.75,1,1,0.954545454545455,1,0.944444444444444,36,4,4,22,3,3,158.44,158.44,154.86,168.95,257.46,158.44,163.55,239.56,154.86,314.85,196.89,202.59,283.98,100.93,105.04,106.56,100.93,112.29,232.273888888889,239.259714839101,239.283108967273,240,239.565846999907,239.611309604768
376,10753,1,256,246,1,1,0.666667,0,0,0,-0.309874541251197,223.13,278.74,204.77,131.27,206.26,1,0.666666666666667,1,0.944444444444444,1,0.933333333333333,30,3,3,18,3,3,131.27,131.27,166.39,223.13,278.74,204.77,131.27,206.26,215.25,291.79,192.07,166.39,232.41,100.93,105.04,106.56,100.93,112.29,236.328666666667,241.504650030069,241.85666750893,246,242.444809388225,247.014529248056
377,10754,2,222,222,1,1,0.821622,0,0,-0.199680796103173,0,146.05,237.86,163.48,151.71,251.79,1,1,1,0.696969696969697,0.666666666666667,0.8,45,5,5,28,3,4,146.05,146.05,128.79,146.05,237.86,163.48,151.71,251.79,128.79,254.05,170.23,165.95,248.67,100.93,105.04,106.56,100.93,112.29,197.786,220.388309734386,220.388309734386,222,220.988949569064,222.396566061061
378,10756,1,212,219,1,1,0.716312,0,0,0,0,235.04,330.82,212.44,163.64,288.41,1,1,1,1,1,1,15,2,2,9,1,1,163.64,163.64,146.24,235.04,330.82,212.44,163.64,288.41,215.15,298.94,185.15,146.24,289.34,100.93,105.04,106.56,100.93,112.29,219,219,219,219,219,219
379,10757,1,239,247,0,1,0.622677,0,0,0,-0.0820984775463296,189.55,271.23,153.88,167.37,269.32,0.857142857142857,0.857142857142857,1,0.975,1,0.955882352941177,68,7,7,40,7,7,153.88,153.88,142.95,189.55,271.23,153.88,167.37,269.32,194.45,269.66,153.92,142.95,242.59,100.93,105.04,106.56,100.93,112.29,240.555735294118,245.76551658373,245.861523509237,247,246.213013652885,247.20477533495
380,10758,1,232,227,1,1,0.625683,0,0,0,0,108.81,249.03,160.27,145.78,133.58,0.833333333333333,1,1,0.96875,1,0.961538461538462,52,6,6,32,5,3,108.81,108.81,136.48,108.81,249.03,160.27,145.78,133.58,136.48,279.5,174.17,147.19,269.86,100.93,105.04,106.56,100.93,112.29,222.151153846154,227,227,227,227,227
381,10760,1,255,224,1,1,0.603053,0,0,0,0,167.77,272.47,155.82,136.71,255.18,0.8,1,1,0.96,1,0.954545454545455,44,5,6,25,4,4,136.71,136.71,160.3,167.77,272.47,155.82,136.71,255.18,163.19,298.64,160.58,160.3,295.53,100.93,105.04,106.56,100.93,112.29,218.405909090909,224,224,224,224,224
382,10763,1,235,223,1,1,0.533537,0,0,0,0,175.29,231.52,167.85,132.93,223.52,1,1,1,0.869565217391304,1,0.916666666666667,36,3,4,23,3,3,132.93,132.93,155.97,175.29,231.52,167.85,132.93,223.52,160.63,274.03,169.44,155.97,203.41,100.93,105.04,106.56,100.93,112.29,212.8275,223,223,223,223,223
383,10764,2,227,232,1,1,0.682008,-0.570817895588419,-0.266286024660443,0,0,223.57,271.9,163.83,125.69,211.55,0.333333333333333,1,0.666666666666667,1,1,0.896551724137931,29,3,3,18,3,2,125.69,125.69,143.76,223.57,271.9,163.83,125.69,211.55,210.26,306.66,143.76,159.58,240.05,100.93,105.04,106.56,100.93,112.29,218.441034482759,220.649736810998,221.047521487175,232,222.793877472932,229.624340017837
384,10767,1,245,232,0,1,0.553922,0,0,0,0,179.18,256.94,171.87,176.04,235.54,0.857142857142857,1,1,0.918918918918919,1,0.936507936507937,63,7,7,37,6,6,171.87,171.87,142.3,179.18,256.94,171.87,176.04,235.54,154.54,276.18,142.3,157.16,248.83,100.93,105.04,106.56,100.93,112.29,223.678095238095,232,232,232,232,232
385,10768,1,257,238,0,1,0.428571,0,0,-0.00354772212250642,0,128.19,240.59,121.25,133.63,226.65,1,1,1,0.967741935483871,1,0.981132075471698,53,6,6,31,5,5,121.25,121.25,141.8,128.19,240.59,121.25,133.63,226.65,146.75,240.5,157.92,141.8,216.62,100.93,105.04,106.56,100.93,112.29,235.413773584906,237.954123936667,237.954123936667,238,237.960924853037,237.996201259803
386,10769,2,283,261,0,1,0.322581,-0.0439014647688052,-0.166468553971875,-0.0631963182034296,0,130.16,287.69,179.5,201.45,222.99,0.888888888888889,1,0.777777777777778,0.942307692307692,0.875,0.918604651162791,86,9,9,52,8,8,130.16,130.16,123.04,130.16,287.69,179.5,201.45,222.99,162.4,250.65,123.04,205.99,258.52,100.93,105.04,106.56,100.93,112.29,247.971046511628,256.534976310035,256.65193999389,261,257.350323610952,258.755604306618
387,10771,1,284,270,0,1,0.190045,-0.311898299969727,0,0,0,165.19,301.53,238.99,202.65,285.53,0.666666666666667,1,1,1,1,0.966666666666667,30,3,3,18,3,3,165.19,165.19,182.73,165.19,301.53,238.99,202.65,285.53,227,335.68,271.41,182.73,311.64,100.93,105.04,106.56,100.93,112.29,264.364333333333,264.726735442412,264.854925643699,270,266.730993918017,266.730993918017
388,10772,1,268,256,0,1,0.226619,0,0,0,0,178.57,247.5,134.84,183.5,206.24,0.875,1,1,1,1,0.9875,80,8,8,48,8,8,134.84,134.84,157.3,178.57,247.5,134.84,183.5,206.24,184.98,255.8,157.3,180.68,267.83,100.93,105.04,106.56,100.93,112.29,254.061625,256,256,256,256,256
389,10773,1,261,252,0,1,0.452163,0,0,-0.0585695185221129,0,161.18,247.47,178.22,149.3,204.67,1,1,1,0.921875,0.9,0.942307692307692,104,11,10,63,10,10,149.3,149.3,123.86,161.18,247.47,178.22,149.3,204.67,169.47,254.85,123.86,126.02,175.66,100.93,105.04,106.56,100.93,112.29,243.284423076923,251.149221426622,251.149221426622,252,251.421626004594,251.73345237388
390,10782,1,218,205,1,1,0.711009,0,0,0,0,203.26,248.72,152.89,145.68,262.42,0.666666666666667,1,1,0.928571428571429,1,0.91304347826087,23,3,2,14,2,2,145.68,145.68,151.48,203.26,248.72,152.89,145.68,262.42,188.98,264.91,178.77,151.48,264.11,100.93,105.04,106.56,100.93,112.29,195.950434782609,205,205,205,205,205
