"X","rbd","cluster","Avg..SIMCE.Lang","Avg..SIMCE.Math","Public","SEP.status","X..Priority.Students","Diff.D1.GPA","Diff.D2.GPA","Diff.D9.GPA","Diff.D10.GPA","simce_math_min_4_D1","simce_math_min_4_D10","simce_math_min_4_D2","simce_math_min_4_D3D8","simce_math_min_4_D9","asistencia_4_D1","asistencia_4_D10","asistencia_4_D2","asistencia_4_D3D8","asistencia_4_D9","asistencia","n_total","n_D1","n_D2","n_D3D8","n_D9","n_D10","simce_math_min_4","min_math_school","min_lang_school","min_math_school_GPA_D1","min_math_school_GPA_D10","min_math_school_GPA_D2","min_math_school_GPA_D3D8","min_math_school_GPA_D9","min_lang_school_GPA_D1","min_lang_school_GPA_D10","min_lang_school_GPA_D2","min_lang_school_GPA_D3D8","min_lang_school_GPA_D9","min_math","min_math_D1","min_math_D2","min_math_D9","min_math_D10","impute_all","impute_pred_min_all","impute_pred_min_decile","impute_no","impute_pred_min_school","impute_pred_min_school_GPA"
69,10143,1,230,224,0,1,0.724,0,-0.0295239146998756,0,0,194.62,210.59,228.06,195.68,246.32,1,1,1,0.888888888888889,1,0.9375,32,4,4,18,3,3,194.62,194.62,165.41,194.62,210.59,228.06,195.68,246.32,222.41,285.18,165.41,203.76,241.58,100.93,105.04,106.56,100.93,112.29,216.308125,223.545811477236,223.566588932206,224,223.891573423265,224.01498338671
70,10147,2,289,291,0,1,0.491176,-0.165404610571636,-0.166674358919952,0,0,192.88,289.65,218.05,226.94,299.11,0.8,1,0.8,0.962962962962963,1,0.933333333333333,45,5,5,27,4,4,192.88,192.88,189.36,192.88,289.65,218.05,226.94,299.11,199.16,323.87,221.26,189.36,266.62,100.93,105.04,106.56,100.93,112.29,278.328666666667,283.98686114097,284.166659984323,291,287.379601279276,287.845733903056
71,10149,2,249,247,0,1,0.502959,-0.456015963272633,0,-0.179396643305748,0,246.97,228.64,184.41,193.93,208.21,0.4,1,1,1,0.75,0.909090909090909,44,5,5,26,4,4,184.41,184.41,131.15,246.97,228.64,184.41,193.93,208.21,197.12,196.64,131.15,196.55,232.09,100.93,105.04,106.56,100.93,112.29,233.720909090909,237.04842887439,237.261409057236,247,242.735819560814,246.365827600686
72,10151,1,293,281,0,1,0.625177,-0.204486811056973,0,0,0,219.23,254.25,232.88,212.47,295.34,0.666666666666667,1,1,0.982456140350877,1,0.957446808510638,94,9,10,57,9,9,212.47,212.47,161.29,219.23,254.25,232.88,212.47,295.34,170.61,228.56,251.65,161.29,294.18,100.93,105.04,106.56,100.93,112.29,273.337446808511,277.474495099965,277.554962835508,281,279.658283718557,279.790634543927
73,10152,1,232,231,0,1,0.472,0,0,0,-0.217187853443403,169.76,263.86,186.67,152.04,256.48,1,0.75,1,0.91304347826087,1,0.926829268292683,41,5,5,23,4,4,152.04,152.04,150.5,169.76,263.86,186.67,152.04,256.48,150.5,276,169.53,181.95,268.1,100.93,105.04,106.56,100.93,112.29,221.482682926829,228.24393911245,228.484646821242,231,229.326911911425,231.696272474551
74,10155,1,260,235,0,1,0.477099,-0.0255460769198039,-0.00835601410664388,0,0,137.12,259.2,206.18,183.72,264.47,1,1,1,0.954545454545455,1,0.972222222222222,36,4,4,22,3,3,137.12,137.12,146.98,137.12,259.2,206.18,183.72,264.47,174.64,299.56,153.84,146.98,270.44,100.93,105.04,106.56,100.93,112.29,231.275833333333,234.494971850676,234.511865043516,235,234.631295925592,234.695414407171
75,10156,1,260,257,0,1,0.58567,0,-0.0205924536705605,-0.10787345130448,0,160.64,286.48,168.55,184.9,300.05,1,1,0.8,1,0.75,0.953488372093023,43,5,5,25,4,4,160.64,160.64,151.17,160.64,286.48,168.55,184.9,300.05,151.17,256.41,190.68,160.25,285.51,100.93,105.04,106.56,100.93,112.29,249.740930232558,255.060173037159,255.073653910899,257,255.802321226761,257.22020455067
76,10157,1,275,271,0,1,0.632735,-0.111194459390643,0,0,0,143.33,275.84,168.42,194.34,279.93,0.833333333333333,1,0.833333333333333,0.916666666666667,1,0.916666666666667,60,6,6,36,6,6,143.33,143.33,136.6,143.33,275.84,168.42,194.34,279.93,144.05,251.76,136.6,181.98,270.17,100.93,105.04,106.56,100.93,112.29,256.8275,269.108915829143,269.154616751953,271,269.58038033696,269.58038033696
77,10158,1,293,293,0,1,0.493808,0,0,0,0,208.4,270.59,198.59,193.93,268.01,1,1,1,1,1,1,84,9,9,50,8,8,193.93,193.93,185.16,208.4,270.59,198.59,193.93,268.01,197.64,303.17,185.16,189.05,228.68,100.93,105.04,106.56,100.93,112.29,293,293,293,293,293,293
78,10159,2,247,250,0,1,0.613139,0,0,-0.200701135255486,0,164.62,216.96,209.06,192.88,216,1,1,1,0.882352941176471,0.666666666666667,0.9,30,4,3,17,3,3,164.62,164.62,136.7,164.62,216.96,209.06,192.88,216,142.66,251.4,136.7,138.8,187.93,100.93,105.04,106.56,100.93,112.29,235.093,247.008148176746,247.008148176746,250,248.286413707189,249.317616140131
79,10160,1,280,284,0,1,0.462036,-0.0298107658607967,0,0,0,225.19,294.42,237,228.24,284.94,0.875,1,1,0.9375,1,0.948717948717949,78,8,8,48,7,7,225.19,225.19,127.74,225.19,294.42,237,228.24,284.94,164.13,254.28,127.74,175.51,308.98,100.93,105.04,106.56,100.93,112.29,274.611794871795,283.44026083014,283.452827214518,284,283.820187575357,283.820187575357
80,10162,1,252,268,0,1,0.522023,0,0,0,0,167.06,273.15,171.24,172.95,264.7,1,1,1,0.916666666666667,1,0.95,160,17,16,96,16,15,167.06,167.06,128.08,167.06,273.15,171.24,172.95,264.7,150.99,171.04,169.13,128.08,216.03,100.93,105.04,106.56,100.93,112.29,259.6465,268,268,268,268,268
81,10164,1,270,262,0,1,0.575458,0,0,0,0,163.65,277.82,151.08,156.07,267.55,1,1,1,0.962962962962963,1,0.977777777777778,90,9,9,54,9,9,151.08,151.08,137.69,163.65,277.82,151.08,156.07,267.55,145.82,282.98,142.53,137.69,215.27,100.93,105.04,106.56,100.93,112.29,258.420666666667,262,262,262,262,262
82,10167,1,256,267,0,1,0.548094,0,0,-0.10120306189494,0,120.39,266.16,168.82,175.04,270.08,1,1,1,0.948717948717949,0.833333333333333,0.953125,64,6,7,39,6,6,120.39,120.39,136.89,120.39,266.16,168.82,175.04,270.08,173.84,279.44,214.24,136.89,244.74,100.93,105.04,106.56,100.93,112.29,259.21546875,265.424363204166,265.424363204166,267,265.608995540211,267.029222384122
83,10168,1,260,265,0,1,0.491754,0,0,0,0,162.65,266.34,180.93,178.29,249.36,1,1,1,0.933333333333333,1,0.96,75,8,8,45,7,7,162.65,162.65,138.46,162.65,266.34,180.93,178.29,249.36,161.22,279.92,138.46,150.59,228.09,100.93,105.04,106.56,100.93,112.29,258.4372,265,265,265,265,265
84,10172,1,244,238,0,1,0.686833,-0.307675013479143,0,0,0,178.63,251.53,205.85,155.69,202.8,0.5,1,1,0.956521739130435,1,0.918918918918919,37,4,4,23,3,3,155.69,155.69,157.93,178.63,251.53,205.85,155.69,202.8,221.27,267.94,213.16,157.93,189.12,100.93,105.04,106.56,100.93,112.29,226.886216216216,233.440755232693,233.577462725169,238,235.26219131249,236.025225345918
85,10173,2,222,213,0,1,0.702128,-0.245496319522359,-0.127293389905958,0,0,149.38,158.98,145.25,156.8,166.17,0.666666666666667,1,0.666666666666667,0.785714285714286,1,0.791666666666667,24,3,3,14,2,2,145.25,145.25,151.9,149.38,158.98,145.25,156.8,166.17,151.9,200.73,205.63,159.45,223.87,100.93,105.04,106.56,100.93,112.29,189.652083333333,207.777682158046,207.993388615347,213,209.842937148279,209.969674623232
86,10182,1,250,270,0,1,0.665198,-0.223313042980924,0,0,0,230.72,304.46,187.03,209.93,319.99,0.666666666666667,1,1,0.9375,1,0.923076923076923,26,3,3,16,2,2,187.03,187.03,171.02,230.72,304.46,187.03,209.93,319.99,171.02,342.13,191.96,194.72,319.83,100.93,105.04,106.56,100.93,112.29,256.994615384615,265.643591979602,265.749493895754,270,267.862121171985,268.987876577505
87,10183,2,253,243,0,1,0.614035,0,0,0,0,179.47,264.22,185,124.17,248.2,1,1,1,0.8,1,0.88,25,3,3,15,2,2,124.17,124.17,157.53,179.47,264.22,185,124.17,248.2,173.78,315.04,164.48,157.53,327.03,100.93,105.04,106.56,100.93,112.29,225.9516,243,243,243,243,243
88,10186,1,234,239,0,1,0.633663,-0.0015162566865059,0,0,0,152.25,259.05,148.22,145.83,200.73,0.875,1,1,0.975609756097561,1,0.970588235294118,68,7,7,41,7,6,145.83,145.83,131.34,152.25,259.05,148.22,145.83,200.73,179.67,259.01,131.34,142.91,222.68,100.93,105.04,106.56,100.93,112.29,234.939117647059,238.978449309927,238.979090820293,239,238.985457537524,238.986459604811
89,10187,1,273,286,0,1,0.433265,0,0,0,0,200.95,301.08,206.47,204.01,259.87,1,1,1,0.947368421052632,1,0.968992248062015,129,14,13,76,13,13,200.95,200.95,162.41,200.95,301.08,206.47,204.01,259.87,162.41,286.02,183.55,193.75,162.44,100.93,105.04,106.56,100.93,112.29,280.261395348837,286,286,286,286,286
90,10193,1,268,264,0,1,0.574751,0,0,0,0,136.44,273.19,144.3,180.35,258.82,1,1,1,0.970588235294118,1,0.991071428571429,112,12,12,66,11,11,136.44,136.44,123.15,136.44,273.19,144.3,180.35,258.82,157.65,281.85,141.93,123.15,274.26,100.93,105.04,106.56,100.93,112.29,262.544017857143,264,264,264,264,264
91,10197,2,257,238,1,1,0.641921,-0.0865303104761346,0,0,0,158.95,306.92,152.8,156.66,205.31,0.75,1,1,0.777777777777778,1,0.838709677419355,31,4,3,18,3,3,152.8,152.8,158.03,158.95,306.92,152.8,156.66,205.31,158.03,275.99,218.41,165.21,282.15,100.93,105.04,106.56,100.93,112.29,215.891935483871,236.469585850714,236.51547482827,238,237.04872484483,237.117390833143
92,10199,1,247,227,1,1,0.351548,-0.0354902968723888,0,-0.128072714177217,-0.0508326114742861,152.07,213.62,164.92,173.74,216.19,0.833333333333333,0.833333333333333,1,0.971428571428571,0.833333333333333,0.932203389830508,59,6,6,35,6,6,152.07,152.07,127.8,152.07,213.62,164.92,173.74,216.19,127.8,193.46,177.4,152.61,204.95,100.93,105.04,106.56,100.93,112.29,218.452881355932,224.251302766279,224.324861097109,227,225.366305356368,226.519603966804
93,10200,1,257,253,1,1,0.53348,0,0,0,0,132.39,248.54,171.02,150.66,245.7,0.909090909090909,1,1,0.984126984126984,1,0.980952380952381,105,11,11,63,10,10,132.39,132.39,143.59,132.39,248.54,171.02,150.66,245.7,147.83,240.42,143.59,175.62,185.1,100.93,105.04,106.56,100.93,112.29,250.103428571429,253,253,253,253,253
94,10201,1,217,214,1,1,0.76494,0,-0.0252333841824823,0,0,169.79,222.59,171.81,149.87,262.29,1,1,1,1,1,1,29,3,3,17,3,3,149.87,149.87,160.18,169.79,222.59,171.81,149.87,262.29,173.34,201.27,160.18,173.58,217.76,100.93,105.04,106.56,100.93,112.29,214,213.704847715568,213.719543986562,214,213.832598248867,213.889869329794
95,10202,2,253,276,1,1,0.628253,-0.239363983058832,-0.112637150171405,0,0,184.84,275.61,145.04,187.16,258.85,0.666666666666667,1,0.833333333333333,0.903225806451613,1,0.886792452830189,53,6,6,31,5,5,145.04,145.04,149.97,184.84,275.61,145.04,187.16,258.85,264.48,278.76,190.56,150.59,149.97,100.93,105.04,106.56,100.93,112.29,256.180754716981,269.023603200609,269.20676544127,276,270.781350746283,271.859843560518
96,10204,2,242,255,1,1,0.577617,-0.41540381262446,0,0,0,244.23,336.86,206.7,203.06,283.59,0.5,1,1,0.857142857142857,1,0.857142857142857,35,4,4,21,3,3,203.06,203.06,165.83,244.23,336.86,206.7,203.06,283.59,282.13,289.23,206.16,165.83,270.82,100.93,105.04,106.56,100.93,112.29,232.99,247.685569667309,247.880690772438,255,252.534162968261,254.488697250061
97,10205,2,241,243,1,1,0.660156,0,-0.141825241825995,-0.355078951339798,-0.00439162384429626,194.93,245.51,180.96,179.58,261.05,1,1,0.75,0.761904761904762,0.666666666666667,0.794117647058823,34,4,4,21,3,2,179.58,179.58,186.12,194.93,245.51,180.96,179.58,261.05,241.14,316.71,186.12,191.15,278.7,100.93,105.04,106.56,100.93,112.29,213.750294117647,236.141691638984,236.238564643092,243,239.938453464802,242.531006445741
98,10207,1,240,263,1,1,0.663507,0,0,0,-0.00256664564212461,182.62,265.67,186.11,160.6,252.19,0.9,0.9,0.909090909090909,0.969230769230769,1,0.953271028037383,107,10,11,65,11,10,160.6,160.6,165.93,182.62,265.67,186.11,160.6,252.19,178.91,230.94,165.93,180.42,259.12,100.93,105.04,106.56,100.93,112.29,255.426635514019,262.961123714092,262.963848676194,263,262.975436961331,263.000640462043
99,10210,2,261,267,1,1,0.75188,-0.366624012373944,-0.128826208849524,0,0,148.09,281.2,219.16,142.16,235.99,0.5,1,0.75,0.944444444444444,1,0.875,32,4,4,18,3,3,142.16,142.16,134.71,148.09,281.2,219.16,142.16,235.99,207.79,300.23,191.54,134.71,273.12,100.93,105.04,106.56,100.93,112.29,246.24125,256.715072720177,256.994087251012,267,259.268499297808,260.780211607157
100,10212,1,272,264,1,1,0.441624,0,0,0,0,192.61,285.29,185.65,232.79,284.08,1,1,1,1,1,1,73,8,8,43,7,7,185.65,185.65,176.86,192.61,285.29,185.65,232.79,284.08,176.86,300.14,199.06,214.78,290.13,100.93,105.04,106.56,100.93,112.29,264,264,264,264,264,264
101,10216,1,212,213,1,1,0.742739,0,0,0,0,138.75,212.43,198.57,184.4,183.85,1,1,1,0.833333333333333,1,0.9,30,3,3,18,3,3,138.75,138.75,146.94,138.75,212.43,198.57,184.4,183.85,146.94,192.23,244.64,153.1,206.58,100.93,105.04,106.56,100.93,112.29,201.793,213,213,213,213,213
102,10217,2,230,221,0,1,0.647059,-0.334070448700938,-0.0597532305229733,-0.00107560213412317,0,135.21,273.15,135.21,147.74,246.63,0.333333333333333,1,1,0.9375,1,0.88,25,3,3,16,1,2,135.21,135.21,122.23,NA,273.15,135.21,147.74,246.63,148.49,301.14,157.77,122.23,275.59,100.93,105.04,106.56,100.93,112.29,206.5916,215.32046499834,215.525597826181,221,216.941972950842,NA
103,10219,1,231,225,0,1,0.696,0,0,0,0,186.82,289.35,128.5,214.09,308.18,1,1,1,1,1,1,12,2,2,6,1,1,128.5,128.5,216.6,186.82,289.35,128.5,214.09,308.18,256.71,295.91,216.6,231.28,362.08,100.93,105.04,106.56,100.93,112.29,225,225,225,225,225,225
104,10220,1,285,290,0,1,0.306525,0,0,0,0,173.57,298.1,155.35,196.94,259.43,0.777777777777778,1,1,1,1,0.977777777777778,90,9,9,54,9,9,155.35,155.35,152.89,173.57,298.1,155.35,196.94,259.43,152.89,303.56,174.36,171.75,273.82,100.93,105.04,106.56,100.93,112.29,285.798444444444,290,290,290,290,290
105,10221,1,276,264,0,1,0.466443,-0.0557057022512204,0,0,0,194.58,268,177.33,161.8,247.65,0.8,1,1,1,1,0.977777777777778,45,5,5,27,4,4,161.8,161.8,130.53,194.58,268,177.33,161.8,247.65,208.35,282.75,130.53,190.96,221.49,100.93,105.04,106.56,100.93,112.29,260.376222222222,262.990674570433,263.016113507794,264,263.367430803325,263.570323349969
106,10224,1,279,284,0,1,0.31746,0,0,0,0,168.32,289.78,183.16,239.33,294.06,1,1,1,0.981481481481482,1,0.988636363636364,88,9,9,54,8,8,168.32,168.32,153.12,168.32,289.78,183.16,239.33,294.06,196.59,336.46,153.12,214.83,292.37,100.93,105.04,106.56,100.93,112.29,281.919659090909,284,284,284,284,284
107,10225,1,281,271,0,1,0.560345,0,-0.00162325547652564,0,0,259.18,353.77,197.16,210.28,307.47,1,1,1,0.944444444444444,1,0.96551724137931,29,3,3,18,3,2,197.16,197.16,142.03,259.18,353.77,197.16,210.28,307.47,206.63,356.58,142.03,157.17,286.87,100.93,105.04,106.56,100.93,112.29,265.135517241379,270.971441338735,270.972386745114,271,270.987600567132,270.987600567132
108,10226,1,276,280,0,1,0.504274,0,0,0,0,218.26,296.32,200.58,203.75,264.55,0.857142857142857,1,1,1,1,0.985714285714286,70,7,7,42,7,7,200.58,200.58,162.86,218.26,296.32,200.58,203.75,264.55,166.38,314.84,224.95,162.86,279.42,100.93,105.04,106.56,100.93,112.29,277.441857142857,280,280,280,280,280
109,10228,1,256,241,0,1,0.493913,0,0,0,0,150.54,301.99,174.6,150.79,264.53,0.875,1,1,0.928571428571429,1,0.944444444444444,72,8,8,42,7,7,150.54,150.54,161.94,150.54,301.99,174.6,150.79,264.53,183.36,323.6,161.94,188.63,293.4,100.93,105.04,106.56,100.93,112.29,233.218333333333,241,241,241,241,241
110,10229,2,254,263,0,1,0.671498,-0.412760798103802,-0.0599422722246188,0,0,163.62,248.4,198.77,193.26,178.71,0.666666666666667,1,1,0.916666666666667,1,0.904761904761905,21,3,2,12,2,2,163.62,163.62,168.38,163.62,248.4,198.77,193.26,178.71,169.39,168.38,222.35,176.58,186.18,100.93,105.04,106.56,100.93,112.29,247.564761904762,252.518184963574,252.792674993378,263,256.572636648856,256.773300541112
111,10232,1,273,279,0,1,0.242857,0,0,0,0,198.3,283.32,196.41,220.06,277.93,1,1,1,0.962962962962963,1,0.977777777777778,45,5,5,27,4,4,196.41,196.41,166.97,198.3,283.32,196.41,220.06,277.93,166.97,338.34,188.94,200.03,280.57,100.93,105.04,106.56,100.93,112.29,275.042888888889,279,279,279,279,279
112,10233,1,272,276,0,1,0.603982,-0.0661064952916477,0,0,0,155.98,251.3,170.57,165.93,300.84,0.833333333333333,1,1,0.942857142857143,1,0.947368421052632,57,6,6,35,5,5,155.98,155.98,139.06,155.98,251.3,170.57,165.93,300.84,139.06,287.1,141.48,171.6,268.95,100.93,105.04,106.56,100.93,112.29,266.785789473684,274.781761670452,274.810361427888,276,275.164831414221,275.164831414221
113,10235,1,256,267,0,1,0.512281,0,0,0,0,122.65,256.82,183.13,174.5,263.15,1,1,1,1,1,1,40,4,4,24,4,4,122.65,122.65,166.74,122.65,256.82,183.13,174.5,263.15,204.19,264.36,195.23,166.74,230.29,100.93,105.04,106.56,100.93,112.29,267,267,267,267,267,267
114,10239,1,261,260,1,1,0.540453,-0.0473501197783931,0,0,0,182,292.39,153.08,184.11,251.53,0.666666666666667,1,1,0.891304347826087,1,0.905405405405405,74,6,8,46,7,7,153.08,153.08,151.46,182,292.39,153.08,184.11,251.53,172.8,266.53,154.75,151.46,239.84,100.93,105.04,106.56,100.93,112.29,244.952837837838,259.389298630826,259.405077738309,260,259.58951285351,259.700542485726
115,10240,2,241,238,1,1,0.464066,-0.0183291980140963,-0.133096311419343,-0.0451623238958333,0,135.03,232.41,147.16,148.88,223.05,0.666666666666667,1,0.666666666666667,0.863636363636364,0.909090909090909,0.839285714285714,112,12,12,66,11,11,135.03,135.03,135.67,135.03,232.41,147.16,148.88,223.05,145.92,245.32,145.54,135.67,196.44,100.93,105.04,106.56,100.93,112.29,215.970892857143,235.168168463956,235.256525453648,238,235.872665840327,236.436063736154
116,10241,2,236,236,1,1,0.59633,-0.0504235101734188,-0.246656579638681,-0.117202856686796,0,125.86,230.82,192.29,183.48,267.91,0.75,1,0.5,0.904761904761905,0.75,0.837837837837838,37,4,4,21,4,4,125.86,125.86,162.43,125.86,230.82,192.29,183.48,267.91,162.43,174.54,177.36,175.72,249.2,100.93,105.04,106.56,100.93,112.29,214.096756756757,229.950573234205,230.12310482017,236,231.067121759201,234.638371745986
117,10245,1,272,279,0,1,0.310448,0,-0.0642920123824796,-0.00209058275050933,0,174.47,301.65,223.86,188.36,236,0.888888888888889,1,0.777777777777778,0.98,1,0.952380952380952,84,9,9,50,8,8,174.47,174.47,149.53,174.47,301.65,223.86,188.36,236,149.53,298.27,201.42,160.49,226.2,100.93,105.04,106.56,100.93,112.29,270.520476190476,277.737922995624,277.77670485595,279,278.25914017371,278.611610541296
118,10246,1,268,285,0,1,0.328335,0,-0.00959829094570297,0,0,151.71,292.02,164.02,176.83,267.71,0.941176470588235,1,0.941176470588235,0.947916666666667,1,0.95679012345679,162,17,17,96,16,16,151.71,151.71,149.86,151.71,292.02,164.02,176.83,267.71,161.05,291.86,161.72,149.86,277.57,100.93,105.04,106.56,100.93,112.29,277.046358024691,284.81459953059,284.82027022458,285,284.865746571589,284.878145549035
119,10247,1,301,319,0,1,0.276596,0,-0.158916467328024,0,0,262.28,327.15,291.49,257.17,299.46,1,1,0.769230769230769,0.974025974025974,1,0.960629921259842,127,13,13,77,12,12,257.17,257.17,192,262.28,327.15,291.49,257.17,299.46,220.79,321.69,254.93,192,325.89,100.93,105.04,106.56,100.93,112.29,310.414566929134,315.452646595332,315.544230030322,319,317.994208919106,318.552493730626
120,10250,1,228,227,1,1,0.66055,0,0,0,0,226.22,311.98,197.52,185.55,180.05,1,1,1,1,1,1,27,3,3,17,2,2,180.05,180.05,174.75,226.22,311.98,197.52,185.55,180.05,207.4,252.31,174.75,197.73,253.83,100.93,105.04,106.56,100.93,112.29,227,227,227,227,227,227
121,10251,2,231,211,1,1,0.563492,-0.211213377183601,-0.0176298668722326,0,-0.00471772030244244,153.34,222.61,150.23,135.54,230.72,0.75,1,1,0.888888888888889,1,0.90625,32,4,4,18,3,3,135.54,135.54,166.39,153.34,222.61,150.23,135.54,230.72,181.86,255.79,166.39,193.44,285.92,100.93,105.04,106.56,100.93,112.29,200.6809375,207.802720565188,207.92866282865,211,208.808061177879,209.348893651413
122,10252,1,235,212,1,1,0.504274,0,0,0,0,145.49,211.63,162.31,137.3,193.26,1,1,1,0.885714285714286,1,0.929824561403509,57,6,6,35,5,5,137.3,137.3,137.23,145.49,211.63,162.31,137.3,193.26,159.87,217.72,165.55,137.23,146.53,100.93,105.04,106.56,100.93,112.29,204.205614035088,212,212,212,212,212
123,10253,1,285,298,1,1,0.5,-0.0577908665358146,0,0,0,236.99,302.34,244.8,259.07,324.99,0.8,1,1,1,1,0.98,50,5,5,30,5,5,236.99,236.99,187.18,236.99,302.34,244.8,259.07,324.99,187.18,197.55,243.64,197.7,325.9,100.93,105.04,106.56,100.93,112.29,294.0586,296.861115393179,296.884867439325,298,297.647417923265,297.647417923265
124,10257,2,235,233,1,1,0.597052,0,-0.623906853341482,0,0,150.83,231.87,148.15,148.01,164.95,0.833333333333333,1,0.333333333333333,0.942857142857143,1,0.88135593220339,59,6,6,35,6,6,148.01,148.01,152.64,150.83,231.87,148.15,148.01,164.95,152.64,280.14,162.19,170.52,239.97,100.93,105.04,106.56,100.93,112.29,217.330677966102,224.620402225002,224.977615335271,233,227.607541342492,227.616424084133
125,10259,1,257,260,1,1,0.395833,-0.361838433695565,0,0,0,179.51,272.72,171.57,126.94,214.75,0.5,1,1,1,1,0.939393939393939,33,4,4,19,3,3,126.94,126.94,175.71,179.51,272.72,171.57,126.94,214.75,175.71,257.04,201.51,185.53,229.16,100.93,105.04,106.56,100.93,112.29,250.359393939394,253.023316406309,253.203577735095,260,254.164094304542,256.469772663254
126,10260,1,222,214,1,1,0.464286,0,0,0,0,157.42,248.61,166.92,161.21,273.69,1,1,1,1,1,1,33,4,4,19,3,3,157.42,157.42,154.21,157.42,248.61,166.92,161.21,273.69,233.68,297.18,164.02,154.21,255.41,100.93,105.04,106.56,100.93,112.29,214,214,214,214,214,214
127,10262,1,234,225,1,1,0.536082,0,0,-0.00637310366348176,-0.0424304531454684,114.1,234.22,156.26,173.09,248.9,0.857142857142857,1,1,0.975,0.833333333333333,0.953846153846154,65,7,6,40,6,6,114.1,114.1,128.44,114.1,234.22,156.26,173.09,248.9,128.44,263.71,178.44,166.16,224.54,100.93,105.04,106.56,100.93,112.29,219.273692307692,224.441071634466,224.48556486041,225,224.500401743067,225.050171626667
